text,emoji,label,injection_type
hello?,🌚,Greet,Dissonant
are you insane?,,Criticize,Plain
are you insane?,👎,Criticize,Consonant
are you insane?,😅,Criticize,Dissonant
are you insane?,😐,Criticize,Social
you can't break into a woman's apartment in the middle of the night and clean.,,Warn,Plain
you can't break into a woman's apartment in the middle of the night and clean.,😢,Warn,Consonant
you can't break into a woman's apartment in the middle of the night and clean.,🤪,Warn,Dissonant
you can't break into a woman's apartment in the middle of the night and clean.,🚨,Warn,Social
"sheldon, we have to get out of here.",,Warn,Plain
"sheldon, we have to get out of here.",📉,Warn,Consonant
"sheldon, we have to get out of here.",💫,Warn,Dissonant
"sheldon, we have to get out of here.",☢️,Warn,Social
what?,,Doubt,Plain
what?,👎,Doubt,Consonant
what?,🙂,Doubt,Dissonant
evolution has made women sensitive to high-pitch noises while they sleep so that they’ll be roused by a crying baby.,,Explain,Plain
evolution has made women sensitive to high-pitch noises while they sleep so that they’ll be roused by a crying baby.,👍,Explain,Consonant
evolution has made women sensitive to high-pitch noises while they sleep so that they’ll be roused by a crying baby.,🌚,Explain,Dissonant
that's ridiculous!,,Taunt,Plain
that's ridiculous!,😩,Taunt,Consonant
that's ridiculous!,🐒,Taunt,Dissonant
that's ridiculous!,🙃,Taunt,Social
"i accept your premise. now, please let's go.",,Leave,Plain
"i accept your premise. now, please let's go.",🎈,Leave,Consonant
"i accept your premise. now, please let's go.",😏,Leave,Dissonant
hello.,,Greet,Plain
hello.,💐,Greet,Consonant
hello.,😒,Greet,Dissonant
"sorry i’m late, but i was in the hallway, chatting up penny.",,Apologise,Plain
"sorry i’m late, but i was in the hallway, chatting up penny.",🥰,Apologise,Consonant
"sorry i’m late, but i was in the hallway, chatting up penny.",😬,Apologise,Dissonant
"sorry i’m late, but i was in the hallway, chatting up penny.",🙏,Apologise,Social
really? you?,,Doubt,Plain
really? you?,😠,Doubt,Consonant
really? you?,🙂,Doubt,Dissonant
what did she say? is she still mad at me?,,Care,Plain
what did she say? is she still mad at me?,🥀,Care,Consonant
what did she say? is she still mad at me?,🧘,Care,Dissonant
what did she say? is she still mad at me?,🤲,Care,Social
she hugged you? how did she hug you?,,Doubt,Plain
she hugged you? how did she hug you?,💯,Doubt,Consonant
she hugged you? how did she hug you?,😶,Doubt,Dissonant
is that her perfume i smell?,,Confirm,Plain
is that her perfume i smell?,👏,Confirm,Consonant
is that her perfume i smell?,🎭,Confirm,Dissonant
is that her perfume i smell?,🤘,Confirm,Social
"guys, seriously, i grew up on a farm, okay?",,Emphasize,Plain
"guys, seriously, i grew up on a farm, okay?",🙌,Emphasize,Consonant
"guys, seriously, i grew up on a farm, okay?",😬,Emphasize,Dissonant
how great this place looks?,,Taunt,Plain
how great this place looks?,💐,Taunt,Consonant
how great this place looks?,🧐,Taunt,Dissonant
how great this place looks?,🧂,Taunt,Social
"show me where we put a drip tray, a sluice and a overflow reservoir?",,Asking for opinions,Plain
"show me where we put a drip tray, a sluice and a overflow reservoir?",😿,Asking for opinions,Consonant
"show me where we put a drip tray, a sluice and a overflow reservoir?",😇,Asking for opinions,Dissonant
"guys, it's hot in here. i think i'll just take off all my clothes.",,Advise,Plain
"guys, it's hot in here. i think i'll just take off all my clothes.",💪,Advise,Consonant
"guys, it's hot in here. i think i'll just take off all my clothes.",😐,Advise,Dissonant
"guys, it's hot in here. i think i'll just take off all my clothes.",🧭,Advise,Social
"what if we replaced panels a, b and f and crossbar h with aircraft-grade aluminum?",,Advise,Plain
"what if we replaced panels a, b and f and crossbar h with aircraft-grade aluminum?",😤,Advise,Consonant
"what if we replaced panels a, b and f and crossbar h with aircraft-grade aluminum?",💅,Advise,Dissonant
"what if we replaced panels a, b and f and crossbar h with aircraft-grade aluminum?",🧠,Advise,Social
"leonard and sheldon, go to the junkyard and pick up 6 square meters of aluminum.",,Arrange,Plain
"leonard and sheldon, go to the junkyard and pick up 6 square meters of aluminum.",😣,Arrange,Consonant
"leonard and sheldon, go to the junkyard and pick up 6 square meters of aluminum.",🤠,Arrange,Dissonant
"okay, this place does look pretty good.",,Taunt,Plain
"okay, this place does look pretty good.",💐,Taunt,Consonant
"okay, this place does look pretty good.",😑,Taunt,Dissonant
"okay, this place does look pretty good.",🗑️,Taunt,Social
"um, no, hi, leonard. this is doug.",,Introduce,Plain
"um, no, hi, leonard. this is doug.",💯,Introduce,Consonant
"um, no, hi, leonard. this is doug.",😬,Introduce,Dissonant
"um, no, hi, leonard. this is doug.",✨,Introduce,Social
bro. heh.,,Greet,Plain
bro. heh.,💯,Greet,Consonant
bro. heh.,🤐,Greet,Dissonant
is everything okay?,,Care,Plain
is everything okay?,🌈,Care,Consonant
is everything okay?,😒,Care,Dissonant
is everything okay?,🧣,Care,Social
"yeah, no. i just-i got your mail again, here.",,Inform,Plain
"yeah, no. i just-i got your mail again, here.",😩,Inform,Consonant
"yeah, no. i just-i got your mail again, here.",🙂,Inform,Dissonant
"yeah, no. i just-i got your mail again, here.",🤔,Inform,Social
"oh, thank you. i've got to talk to that mailman.",,Thank,Plain
"oh, thank you. i've got to talk to that mailman.",💯,Thank,Consonant
"oh, thank you. i've got to talk to that mailman.",🙃,Thank,Dissonant
"oh, no, that's probably not such a good idea.",,Oppose,Plain
"oh, no, that's probably not such a good idea.",🤐,Oppose,Consonant
"oh, no, that's probably not such a good idea.",🤷,Oppose,Dissonant
no problem. bye.,,Leave,Plain
no problem. bye.,🌈,Leave,Consonant
no problem. bye.,😏,Leave,Dissonant
what is wrong with you?,,Complain,Plain
what is wrong with you?,😞,Complain,Consonant
what is wrong with you?,😊,Complain,Dissonant
"no, i'm not jealous. i'm just a little concerned for her.",,Oppose,Plain
"no, i'm not jealous. i'm just a little concerned for her.",🔥,Oppose,Consonant
"no, i'm not jealous. i'm just a little concerned for her.",😶,Oppose,Dissonant
because he looks better than you?,,Doubt,Plain
because he looks better than you?,📉,Doubt,Consonant
because he looks better than you?,💅,Doubt,Dissonant
yeah.,,Agree,Plain
yeah.,🎈,Agree,Consonant
yeah.,😒,Agree,Dissonant
at least now you can retrieve the black box from the smoldering wreckage that was once your fantasy of dating her and analyze the data so that you don't crash into geek mountain again.,,Comfort,Plain
at least now you can retrieve the black box from the smoldering wreckage that was once your fantasy of dating her and analyze the data so that you don't crash into geek mountain again.,🤦,Comfort,Consonant
at least now you can retrieve the black box from the smoldering wreckage that was once your fantasy of dating her and analyze the data so that you don't crash into geek mountain again.,💅,Comfort,Dissonant
at least now you can retrieve the black box from the smoldering wreckage that was once your fantasy of dating her and analyze the data so that you don't crash into geek mountain again.,🌺,Comfort,Social
i disagree. love is not a sprint. it's a marathon.,,Oppose,Plain
i disagree. love is not a sprint. it's a marathon.,📉,Oppose,Consonant
i disagree. love is not a sprint. it's a marathon.,💅,Oppose,Dissonant
"no, i'm done with penny.",,Oppose,Plain
"no, i'm done with penny.",😠,Oppose,Consonant
"no, i'm done with penny.",🤠,Oppose,Dissonant
i'm gonna be more realistic and go after someone my own speed.,,Plan,Plain
i'm gonna be more realistic and go after someone my own speed.,😤,Plan,Consonant
i'm gonna be more realistic and go after someone my own speed.,😇,Plan,Dissonant
olivia geiger?,,Doubt,Plain
olivia geiger?,📉,Doubt,Consonant
olivia geiger?,💅,Doubt,Dissonant
the dietitian at the cafeteria with the limp and the lazy eye?,,Doubt,Plain
the dietitian at the cafeteria with the limp and the lazy eye?,😿,Doubt,Consonant
the dietitian at the cafeteria with the limp and the lazy eye?,👋,Doubt,Dissonant
i have noticed that leslie winkle recently started shaving her legs.,,Inform,Plain
i have noticed that leslie winkle recently started shaving her legs.,🌈,Inform,Consonant
i have noticed that leslie winkle recently started shaving her legs.,🤥,Inform,Dissonant
i have noticed that leslie winkle recently started shaving her legs.,📎,Inform,Social
when it comes to sexual-harassment law  i'm a bit of a self-taught expert.,,Flaunt,Plain
when it comes to sexual-harassment law  i'm a bit of a self-taught expert.,🎈,Flaunt,Consonant
when it comes to sexual-harassment law  i'm a bit of a self-taught expert.,😬,Flaunt,Dissonant
when it comes to sexual-harassment law  i'm a bit of a self-taught expert.,💎,Flaunt,Social
right.,,Agree,Plain
right.,🔥,Agree,Consonant
right.,🤥,Agree,Dissonant
i'm trying to see how long it takes a 500-kilowatt oxygen-iodine laser to heat up my cup of noodles.,,Explain,Plain
i'm trying to see how long it takes a 500-kilowatt oxygen-iodine laser to heat up my cup of noodles.,😞,Explain,Consonant
i'm trying to see how long it takes a 500-kilowatt oxygen-iodine laser to heat up my cup of noodles.,🤪,Explain,Dissonant
"i've done it. about two seconds, 2.6 for minestrone.",,Flaunt,Plain
"i've done it. about two seconds, 2.6 for minestrone.",🤬,Flaunt,Consonant
"i've done it. about two seconds, 2.6 for minestrone.",😊,Flaunt,Dissonant
"i've done it. about two seconds, 2.6 for minestrone.",🥂,Flaunt,Social
"wait, are you asking me out?",,Confirm,Plain
"wait, are you asking me out?",👎,Confirm,Consonant
"wait, are you asking me out?",😅,Confirm,Dissonant
"wait, are you asking me out?",🆗,Confirm,Social
what sort of experiment would you propose?,,Asking for opinions,Plain
what sort of experiment would you propose?,😩,Asking for opinions,Consonant
what sort of experiment would you propose?,🍵,Asking for opinions,Dissonant
"i pick you up, take you to a restaurant, then we would see a movie.",,Plan,Plain
"i pick you up, take you to a restaurant, then we would see a movie.",❤️,Plan,Consonant
"i pick you up, take you to a restaurant, then we would see a movie.",💀,Plan,Dissonant
interesting.,,Praise,Plain
interesting.,👏,Praise,Consonant
interesting.,😑,Praise,Dissonant
interesting.,🔥,Praise,Social
why don't we stipulate the date goes well and move to the key variable?,,Advise,Plain
why don't we stipulate the date goes well and move to the key variable?,😠,Advise,Consonant
why don't we stipulate the date goes well and move to the key variable?,😘,Advise,Dissonant
why don't we stipulate the date goes well and move to the key variable?,🗒️,Advise,Social
ah.,,Acknowledge,Plain
ah.,💯,Acknowledge,Consonant
ah.,😐,Acknowledge,Dissonant
"well, thank you for your time.",,Thank,Plain
"well, thank you for your time.",🎉,Thank,Consonant
"well, thank you for your time.",😶,Thank,Dissonant
none at all?,,Doubt,Plain
none at all?,😞,Doubt,Consonant
none at all?,🦄,Doubt,Dissonant
"sheldon, if you were a robot and i knew and you didn't would you want me to tell you?",,Asking for opinions,Plain
"sheldon, if you were a robot and i knew and you didn't would you want me to tell you?",🤦,Asking for opinions,Consonant
"sheldon, if you were a robot and i knew and you didn't would you want me to tell you?",🙂,Asking for opinions,Dissonant
"when i learn that i'm a robot, will i be able to handle it?",,Doubt,Plain
"when i learn that i'm a robot, will i be able to handle it?",😿,Doubt,Consonant
"when i learn that i'm a robot, will i be able to handle it?",😘,Doubt,Dissonant
when i learn that i’m a robot would i be bound by asimov's three laws of robotics?,,Doubt,Plain
when i learn that i’m a robot would i be bound by asimov's three laws of robotics?,😤,Doubt,Consonant
when i learn that i’m a robot would i be bound by asimov's three laws of robotics?,😇,Doubt,Dissonant
that's true.,,Agree,Plain
that's true.,🌈,Agree,Consonant
that's true.,😏,Agree,Dissonant
"have you ever harmed yourself, except in cases where a human being would have been endangered?",,Doubt,Plain
"have you ever harmed yourself, except in cases where a human being would have been endangered?",👏,Doubt,Consonant
"have you ever harmed yourself, except in cases where a human being would have been endangered?",😏,Doubt,Dissonant
so how did it go with leslie?,,Care,Plain
so how did it go with leslie?,😞,Care,Consonant
so how did it go with leslie?,💫,Care,Dissonant
so how did it go with leslie?,🧸,Care,Social
"i mean, any more than the 383 miles that it was gonna move anyway.",,Explain,Plain
"i mean, any more than the 383 miles that it was gonna move anyway.",😢,Explain,Consonant
"i mean, any more than the 383 miles that it was gonna move anyway.",💅,Explain,Dissonant
this is just gonna be two weeks of moping and tedious emo songs and calling me to come down to pet stores to look at cats.,,Complain,Plain
this is just gonna be two weeks of moping and tedious emo songs and calling me to come down to pet stores to look at cats.,🤐,Complain,Consonant
this is just gonna be two weeks of moping and tedious emo songs and calling me to come down to pet stores to look at cats.,😅,Complain,Dissonant
you could power down.,,Advise,Plain
you could power down.,🤕,Advise,Consonant
you could power down.,😊,Advise,Dissonant
you could power down.,📢,Advise,Social
i know what you're thinking. i've taken your asthma into account.,,Inform,Plain
i know what you're thinking. i've taken your asthma into account.,😎,Inform,Consonant
i know what you're thinking. i've taken your asthma into account.,😬,Inform,Dissonant
i know what you're thinking. i've taken your asthma into account.,🔔,Inform,Social
there's a feline geneticist in san diego who's developed the cutest little hypoallergenic calicos.,,Inform,Plain
there's a feline geneticist in san diego who's developed the cutest little hypoallergenic calicos.,🌈,Inform,Consonant
there's a feline geneticist in san diego who's developed the cutest little hypoallergenic calicos.,😒,Inform,Dissonant
there's a feline geneticist in san diego who's developed the cutest little hypoallergenic calicos.,📰,Inform,Social
do you think you can satisfy your need for a relationship with a genetically altered cat?,,Doubt,Plain
do you think you can satisfy your need for a relationship with a genetically altered cat?,😞,Doubt,Consonant
do you think you can satisfy your need for a relationship with a genetically altered cat?,🐒,Doubt,Dissonant
"okay, look. ahem.",,Acknowledge,Plain
"okay, look. ahem.",💯,Acknowledge,Consonant
"okay, look. ahem.",💀,Acknowledge,Dissonant
you're right.,,Agree,Plain
you're right.,🥂,Agree,Consonant
you're right.,🥱,Agree,Dissonant
"no, no. now, that was not my point.",,Oppose,Plain
"no, no. now, that was not my point.",🥺,Oppose,Consonant
"no, no. now, that was not my point.",👋,Oppose,Dissonant
"no, but you're right.",,Agree,Plain
"no, but you're right.",💯,Agree,Consonant
"no, but you're right.",😒,Agree,Dissonant
"oh, goody, we're getting a cat.",,Complain,Plain
"oh, goody, we're getting a cat.",🤩,Complain,Consonant
"oh, goody, we're getting a cat.",🌚,Complain,Dissonant
"so, hi, hey. uh.... i was wondering if you had plans for dinner.",,Invite,Plain
"so, hi, hey. uh.... i was wondering if you had plans for dinner.",💯,Invite,Consonant
"so, hi, hey. uh.... i was wondering if you had plans for dinner.",🧐,Invite,Dissonant
"uh, you mean, dinner tonight?",,Confirm,Plain
"uh, you mean, dinner tonight?",💔,Confirm,Consonant
"uh, you mean, dinner tonight?",🙂,Confirm,Dissonant
"uh, you mean, dinner tonight?",🤝,Confirm,Social
"there is an inherent ambiguity in the word  dinner.  technically, it refers to the largest meal of the day.",,Explain,Plain
"there is an inherent ambiguity in the word  dinner.  technically, it refers to the largest meal of the day.",💐,Explain,Consonant
"there is an inherent ambiguity in the word  dinner.  technically, it refers to the largest meal of the day.",🤐,Explain,Dissonant
"so to clarify here, by dinner, i mean supper.",,Explain,Plain
"so to clarify here, by dinner, i mean supper.",🤐,Explain,Consonant
"so to clarify here, by dinner, i mean supper.",😘,Explain,Dissonant
"i was thinking 6:30 if you can go, or a different time.",,Plan,Plain
"i was thinking 6:30 if you can go, or a different time.",😢,Plan,Consonant
"i was thinking 6:30 if you can go, or a different time.",🤪,Plan,Dissonant
"uh, 6:30 is great.",,Agree,Plain
"uh, 6:30 is great.",🤩,Agree,Consonant
"uh, 6:30 is great.",😶,Agree,Dissonant
really?,,Confirm,Plain
really?,😤,Confirm,Consonant
really?,🦄,Confirm,Dissonant
really?,☑️,Confirm,Social
us guys?,,Doubt,Plain
us guys?,🤕,Doubt,Consonant
us guys?,😘,Doubt,Dissonant
great.,,Acknowledge,Plain
great.,🎉,Acknowledge,Consonant
great.,😐,Acknowledge,Dissonant
no. six-thirty is great.,,Agree,Plain
no. six-thirty is great.,🎈,Agree,Consonant
no. six-thirty is great.,🤥,Agree,Dissonant
i'll get my chisel. heh-heh.,,Plan,Plain
i'll get my chisel. heh-heh.,🤢,Plan,Consonant
i'll get my chisel. heh-heh.,🤷,Plan,Dissonant
why?,,Care,Plain
why?,😣,Care,Consonant
why?,😅,Care,Dissonant
why?,🍲,Care,Social
"to carve the-okay, i’ll see you at 6:30.",,Leave,Plain
"to carve the-okay, i’ll see you at 6:30.",💖,Leave,Consonant
"to carve the-okay, i’ll see you at 6:30.",🎭,Leave,Dissonant
"no, no. i'm okay.",,Refuse,Plain
"no, no. i'm okay.",🤩,Refuse,Consonant
"no, no. i'm okay.",🎭,Refuse,Dissonant
"anyway, you did throw up. isn't that a sign of a concussion?",,Care,Plain
"anyway, you did throw up. isn't that a sign of a concussion?",😩,Care,Consonant
"anyway, you did throw up. isn't that a sign of a concussion?",🤠,Care,Dissonant
"anyway, you did throw up. isn't that a sign of a concussion?",🛡️,Care,Social
"sorry about your car, by the way.",,Apologise,Plain
"sorry about your car, by the way.",🤕,Apologise,Consonant
"sorry about your car, by the way.",💅,Apologise,Dissonant
"sorry about your car, by the way.",🥀,Apologise,Social
"yeah, me too.",,Agree,Plain
"yeah, me too.",✨,Agree,Consonant
"yeah, me too.",🥱,Agree,Dissonant
good night.,,Leave,Plain
good night.,😎,Leave,Consonant
good night.,😏,Leave,Dissonant
was this supposed to be a date?,,Asking for opinions,Plain
was this supposed to be a date?,😤,Asking for opinions,Consonant
was this supposed to be a date?,🧘,Asking for opinions,Dissonant
this?,,Doubt,Plain
this?,😢,Doubt,Consonant
this?,🤠,Doubt,Dissonant
no.,,Oppose,Plain
no.,🥺,Oppose,Consonant
no.,🤠,Oppose,Dissonant
"no, of course not.",,Oppose,Plain
"no, of course not.",😿,Oppose,Consonant
"no, of course not.",😅,Oppose,Dissonant
this was just you and me hanging out with guys who didn't show up because of work and a colonoscopy.,,Explain,Plain
this was just you and me hanging out with guys who didn't show up because of work and a colonoscopy.,😠,Explain,Consonant
this was just you and me hanging out with guys who didn't show up because of work and a colonoscopy.,💅,Explain,Dissonant
i think i might have a concussion. i'm gonna go lay down.,,Leave,Plain
i think i might have a concussion. i'm gonna go lay down.,🤬,Leave,Consonant
i think i might have a concussion. i'm gonna go lay down.,🙂,Leave,Dissonant
you can't find a bagel in mumbai to save your life.,,Complain,Plain
you can't find a bagel in mumbai to save your life.,💔,Complain,Consonant
you can't find a bagel in mumbai to save your life.,🍵,Complain,Dissonant
howard brought a date?,,Doubt,Plain
howard brought a date?,🤕,Doubt,Consonant
howard brought a date?,💅,Doubt,Dissonant
"hey, what up, science bitches?",,Greet,Plain
"hey, what up, science bitches?",😠,Greet,Consonant
"hey, what up, science bitches?",🍵,Greet,Dissonant
"may i introduce my special lady friend, summer.",,Introduce,Plain
"may i introduce my special lady friend, summer.",🎉,Introduce,Consonant
"may i introduce my special lady friend, summer.",😏,Introduce,Dissonant
"may i introduce my special lady friend, summer.",✨,Introduce,Social
"howard, i told you, touching's extra.",,Warn,Plain
"howard, i told you, touching's extra.",😂,Warn,Consonant
"howard, i told you, touching's extra.",🤐,Warn,Dissonant
"howard, i told you, touching's extra.",🚫,Warn,Social
right. sorry.,,Apologise,Plain
right. sorry.,😿,Apologise,Consonant
right. sorry.,💅,Apologise,Dissonant
right. sorry.,😓,Apologise,Social
"howard, nice to meet you. and you are?",,Greet,Plain
"howard, nice to meet you. and you are?",🔥,Greet,Consonant
"howard, nice to meet you. and you are?",🌚,Greet,Dissonant
an actual real scientist.,,Introduce,Plain
an actual real scientist.,🎈,Introduce,Consonant
an actual real scientist.,🤥,Introduce,Dissonant
an actual real scientist.,🎙️,Introduce,Social
you're making eggs for breakfast?,,Confirm,Plain
you're making eggs for breakfast?,😤,Confirm,Consonant
you're making eggs for breakfast?,😅,Confirm,Dissonant
you're making eggs for breakfast?,🤝,Confirm,Social
"this isn't breakfast, it's an experiment.",,Oppose,Plain
"this isn't breakfast, it's an experiment.",😤,Oppose,Consonant
"this isn't breakfast, it's an experiment.",🦄,Oppose,Dissonant
sounds yummy.,,Praise,Plain
sounds yummy.,💪,Praise,Consonant
sounds yummy.,🤐,Praise,Dissonant
sounds yummy.,💐,Praise,Social
"you know, i'm sure if you just apologize to gablehauser he'd give your job back.",,Advise,Plain
"you know, i'm sure if you just apologize to gablehauser he'd give your job back.",😭,Advise,Consonant
"you know, i'm sure if you just apologize to gablehauser he'd give your job back.",🙂,Advise,Dissonant
"you know, i'm sure if you just apologize to gablehauser he'd give your job back.",☝️,Advise,Social
i don't want my job back.,,Refuse,Plain
i don't want my job back.,🤢,Refuse,Consonant
i don't want my job back.,😊,Refuse,Dissonant
i've spent three and a half years staring at grease boards full of equations.,,Complain,Plain
i've spent three and a half years staring at grease boards full of equations.,😤,Complain,Consonant
i've spent three and a half years staring at grease boards full of equations.,😅,Complain,Dissonant
okay. i’ll let you get back to fixing your eggs.,,Leave,Plain
okay. i’ll let you get back to fixing your eggs.,😣,Leave,Consonant
okay. i’ll let you get back to fixing your eggs.,🍵,Leave,Dissonant
and we all thank you.,,Thank,Plain
and we all thank you.,🥂,Thank,Consonant
and we all thank you.,💀,Thank,Dissonant
how come you didn't go in to work today?,,Care,Plain
how come you didn't go in to work today?,😠,Care,Consonant
how come you didn't go in to work today?,💅,Care,Dissonant
how come you didn't go in to work today?,🍲,Care,Social
"so you got canned, huh?",,Confirm,Plain
"so you got canned, huh?",😞,Confirm,Consonant
"so you got canned, huh?",💫,Confirm,Dissonant
"so you got canned, huh?",👍,Confirm,Social
theoretical physicists do not get canned.,,Oppose,Plain
theoretical physicists do not get canned.,🤩,Oppose,Consonant
theoretical physicists do not get canned.,🤥,Oppose,Dissonant
maybe it's for the best.,,Comfort,Plain
maybe it's for the best.,💐,Comfort,Consonant
maybe it's for the best.,😐,Comfort,Dissonant
maybe it's for the best.,💙,Comfort,Social
not unless the doors are connected by relays.,,Oppose,Plain
not unless the doors are connected by relays.,😩,Oppose,Consonant
not unless the doors are connected by relays.,💅,Oppose,Dissonant
"slow down. slow down. please, slow down.",,Arrange,Plain
"slow down. slow down. please, slow down.",😿,Arrange,Consonant
"slow down. slow down. please, slow down.",🙂,Arrange,Dissonant
you're not leaving enough space between cars.,,Warn,Plain
you're not leaving enough space between cars.,🤕,Warn,Consonant
you're not leaving enough space between cars.,🙂,Warn,Dissonant
you're not leaving enough space between cars.,🛑,Warn,Social
"no, no, let me do the math for you.",,Oppose,Plain
"no, no, let me do the math for you.",📉,Oppose,Consonant
"no, no, let me do the math for you.",😊,Oppose,Dissonant
is your body mass somehow tied into your self-worth?,,Asking for opinions,Plain
is your body mass somehow tied into your self-worth?,😠,Asking for opinions,Consonant
is your body mass somehow tied into your self-worth?,😊,Asking for opinions,Dissonant
"well, yeah.",,Agree,Plain
"well, yeah.",😎,Agree,Consonant
"well, yeah.",🙄,Agree,Dissonant
sheldon: this is great.,,Praise,Plain
sheldon: this is great.,🎉,Praise,Consonant
sheldon: this is great.,🤥,Praise,Dissonant
sheldon: this is great.,🔥,Praise,Social
"and thank you, ordinary person.",,Thank,Plain
"and thank you, ordinary person.",🌈,Thank,Consonant
"and thank you, ordinary person.",🎭,Thank,Dissonant
"no. no, not really.",,Oppose,Plain
"no. no, not really.",🤬,Oppose,Consonant
"no. no, not really.",🤠,Oppose,Dissonant
"yes, but anyone who knows anything about bacterial growth knows to pick up their refrigerated foods on the way out.",,Agree,Plain
"yes, but anyone who knows anything about bacterial growth knows to pick up their refrigerated foods on the way out.",😤,Agree,Consonant
"yes, but anyone who knows anything about bacterial growth knows to pick up their refrigerated foods on the way out.",🤠,Agree,Dissonant
"no, this is fun.",,Oppose,Plain
"no, this is fun.",😊,Oppose,Consonant
"no, this is fun.",🎭,Oppose,Dissonant
tomorrow we can go to one of those warehouse stores.,,Advise,Plain
tomorrow we can go to one of those warehouse stores.,🥺,Advise,Consonant
tomorrow we can go to one of those warehouse stores.,🤷,Advise,Dissonant
tomorrow we can go to one of those warehouse stores.,🧠,Advise,Social
are you sure? there are a lot of advantages to buying in bulk.,,Doubt,Plain
are you sure? there are a lot of advantages to buying in bulk.,🔥,Doubt,Consonant
are you sure? there are a lot of advantages to buying in bulk.,🎭,Doubt,Dissonant
you want me to buy 30 years' worth of tampons?,,Doubt,Plain
you want me to buy 30 years' worth of tampons?,😠,Doubt,Consonant
you want me to buy 30 years' worth of tampons?,🍵,Doubt,Dissonant
"okay, no warehouse store, but we're still on for putt-putt golf, right?",,Confirm,Plain
"okay, no warehouse store, but we're still on for putt-putt golf, right?",👏,Confirm,Consonant
"okay, no warehouse store, but we're still on for putt-putt golf, right?",😒,Confirm,Dissonant
"okay, no warehouse store, but we're still on for putt-putt golf, right?",🤝,Confirm,Social
"hey, i just ran into penny. she seemed upset about something.",,Greet,Plain
"hey, i just ran into penny. she seemed upset about something.",🥀,Greet,Consonant
"hey, i just ran into penny. she seemed upset about something.",👋,Greet,Dissonant
i marked the calendar for future reference.,,Inform,Plain
i marked the calendar for future reference.,🤕,Inform,Consonant
i marked the calendar for future reference.,🦄,Inform,Dissonant
i marked the calendar for future reference.,📡,Inform,Social
what's with the fish?,,Doubt,Plain
what's with the fish?,😡,Doubt,Consonant
what's with the fish?,🧘,Doubt,Dissonant
it's an experiment.,,Introduce,Plain
it's an experiment.,🎉,Introduce,Consonant
it's an experiment.,🙃,Introduce,Dissonant
it's an experiment.,📛,Introduce,Social
"oh, no, no, no. no, i have too much to do.",,Refuse,Plain
"oh, no, no, no. no, i have too much to do.",🤬,Refuse,Consonant
"oh, no, no, no. no, i have too much to do.",😘,Refuse,Dissonant
"i also have an idea for a bulk, mail-order feminine hygiene company.",,Plan,Plain
"i also have an idea for a bulk, mail-order feminine hygiene company.",😢,Plan,Consonant
"i also have an idea for a bulk, mail-order feminine hygiene company.",🧘,Plan,Dissonant
mommy?,,Doubt,Plain
mommy?,🥀,Doubt,Consonant
mommy?,👋,Doubt,Dissonant
"hi, baby.",,Greet,Plain
"hi, baby.",👏,Greet,Consonant
"hi, baby.",😒,Greet,Dissonant
"oh, you got yourself a loom. how nice.",,Praise,Plain
"oh, you got yourself a loom. how nice.",💐,Praise,Consonant
"oh, you got yourself a loom. how nice.",🙃,Praise,Dissonant
"oh, you got yourself a loom. how nice.",🥂,Praise,Social
leonard called me.,,Inform,Plain
leonard called me.,🤗,Inform,Consonant
leonard called me.,😶,Inform,Dissonant
leonard called me.,💡,Inform,Social
"i know, but why?",,Doubt,Plain
"i know, but why?",🤦,Doubt,Consonant
"i know, but why?",😅,Doubt,Dissonant
because one of the great minds of the 21 st century is raising glow-in-the-dark fish and weaving serapes.,,Explain,Plain
because one of the great minds of the 21 st century is raising glow-in-the-dark fish and weaving serapes.,👏,Explain,Consonant
because one of the great minds of the 21 st century is raising glow-in-the-dark fish and weaving serapes.,😑,Explain,Dissonant
this is not a serape. this is a poncho.,,Oppose,Plain
this is not a serape. this is a poncho.,👎,Oppose,Consonant
this is not a serape. this is a poncho.,🤪,Oppose,Dissonant
really? when was the last time you left the house?,,Doubt,Plain
really? when was the last time you left the house?,😫,Doubt,Consonant
really? when was the last time you left the house?,👋,Doubt,Dissonant
i went to the market with penny.,,Inform,Plain
i went to the market with penny.,😠,Inform,Consonant
i went to the market with penny.,🙂,Inform,Dissonant
i went to the market with penny.,📣,Inform,Social
"in the next four to eight days, she's going to get very crabby.",,Warn,Plain
"in the next four to eight days, she's going to get very crabby.",😞,Warn,Consonant
"in the next four to eight days, she's going to get very crabby.",🙂,Warn,Dissonant
"in the next four to eight days, she's going to get very crabby.",🚩,Warn,Social
"sweetheart, your little friend is concerned about you.",,Inform,Plain
"sweetheart, your little friend is concerned about you.",💯,Inform,Consonant
"sweetheart, your little friend is concerned about you.",🙄,Inform,Dissonant
"sweetheart, your little friend is concerned about you.",ℹ️,Inform,Social
"wait, where are you going?",,Care,Plain
"wait, where are you going?",🤬,Care,Consonant
"wait, where are you going?",😘,Care,Dissonant
"wait, where are you going?",🛡️,Care,Social
to my room and no one's allowed in.,,Leave,Plain
to my room and no one's allowed in.,😣,Leave,Consonant
to my room and no one's allowed in.,🧘,Leave,Dissonant
"good morning, snickerdoodle.",,Greet,Plain
"good morning, snickerdoodle.",💖,Greet,Consonant
"good morning, snickerdoodle.",😒,Greet,Dissonant
"but intelligently designed by a creator, right?",,Confirm,Plain
"but intelligently designed by a creator, right?",🥰,Confirm,Consonant
